ram_gb,storage_gb,screen_size,weight_kg,cpu_score,gpu_score,age_years,price
8,512,13.6,1.22,12398,2374,4,1027.0
32,512,15.7,2.34,17721,19377,3,2357.0
4,256,16.3,2.03,12496,19507,4,1425.0
4,256,12.2,1.93,14125,15959,0,1351.0
16,256,17.1,1.93,9723,7076,4,1370.0
8,1024,11.6,1.8,12639,4130,4,1193.0
4,256,15.1,1.21,4570,1339,4,743.0
16,512,12.5,1.82,7574,11545,5,1337.0
8,512,12.4,0.83,3480,5946,4,859.0
16,256,11.9,1.51,9304,1889,2,1411.0
16,2048,16.9,2.26,8342,14959,5,1535.0
32,512,11.8,1.51,5071,1737,2,1524.0
4,512,16.7,2.26,24464,17572,1,1900.0
16,1024,12.0,1.49,8900,17332,0,1835.0
64,1024,13.1,0.85,18781,14907,0,3070.0
8,256,12.3,0.95,17391,546,0,1057.0
16,256,17.2,2.64,5118,11480,0,1559.0
4,512,11.6,1.41,15135,2391,2,983.0
32,256,16.4,2.18,16556,5137,1,1811.0
16,256,12.9,1.14,15484,2563,0,1302.0
32,1024,17.0,2.17,17633,3541,3,2017.0
16,512,15.7,2.47,14635,14375,5,1675.0
32,512,12.7,1.36,22101,16187,0,2323.0
4,256,14.2,1.26,23804,12754,3,1384.0
16,1024,12.0,1.32,18388,2805,4,1238.0
8,512,13.6,1.19,21704,4709,1,1720.0
8,256,11.2,1.06,11571,11764,2,1302.0
8,2048,15.3,1.05,8807,8498,3,1456.0
16,2048,14.7,1.54,22597,10012,1,2177.0
16,2048,12.7,1.67,15249,19055,1,2370.0
32,1024,11.1,1.2,24696,19326,4,2458.0
4,512,16.9,1.9,24315,4605,5,1057.0
8,512,11.8,1.09,12994,4492,4,984.0
8,512,13.1,1.0,8887,1821,3,900.0
32,256,11.2,1.53,7616,12720,5,1548.0
16,512,13.4,1.0,18428,13111,4,1484.0
16,256,13.5,0.88,4524,17394,4,1405.0
16,256,14.4,2.45,17249,2605,1,1270.0
16,1024,13.0,1.35,9542,10969,0,1712.0
8,512,12.6,1.27,17729,11350,2,1443.0
4,512,16.0,2.91,9592,10711,1,1100.0
8,1024,12.8,1.21,15240,5471,4,974.0
32,1024,13.1,2.04,24608,726,3,1797.0
16,512,14.1,1.48,19294,1135,2,1490.0
4,1024,12.7,1.83,5400,16817,3,1307.0
8,512,15.6,1.74,11258,13340,0,1577.0
8,2048,11.5,1.3,14786,17418,3,1289.0
16,1024,13.0,1.96,23611,15159,2,1868.0
16,256,13.7,2.15,14712,18955,0,1798.0
64,256,12.6,1.42,15478,6626,4,2445.0
8,512,16.3,1.84,10043,6846,3,1062.0
8,256,13.2,1.18,10438,3586,2,997.0
16,256,13.7,1.35,12943,4798,4,1147.0
32,1024,14.0,1.15,17056,19542,5,2555.0
16,256,16.2,1.75,19550,3573,2,1607.0
8,256,12.4,1.87,18078,5272,3,1103.0
32,1024,16.2,2.1,8040,16913,4,2064.0
8,256,17.0,2.37,23224,5302,5,1254.0
64,256,12.7,1.32,18014,3978,2,2608.0
8,2048,12.1,0.81,16991,7634,0,1616.0
4,1024,16.0,1.2,21798,16326,4,1662.0
32,512,13.0,1.14,14494,5179,3,1874.0
8,256,12.4,1.74,21418,11191,0,1657.0
32,256,11.5,1.28,10767,5295,3,1611.0
16,2048,14.9,1.93,24064,19011,3,2384.0
16,1024,16.9,2.61,12362,18526,2,1954.0
4,256,16.6,2.45,17329,10996,0,1383.0
16,1024,14.7,2.48,9303,2099,5,902.0
4,512,13.8,1.85,16749,17404,3,1375.0
64,1024,17.2,1.46,16644,16773,0,3342.0
32,256,15.2,2.01,5631,9741,0,1944.0
8,256,17.0,1.8,21947,10927,2,1750.0
4,256,15.3,2.06,19673,9521,5,1103.0
32,256,15.4,1.39,16041,1187,1,1730.0
8,1024,15.4,2.23,18576,7571,1,1635.0
4,1024,11.8,1.44,7465,3445,5,893.0
8,512,12.6,1.82,18638,14556,3,1407.0
8,1024,11.4,1.66,3800,13287,4,1147.0
8,256,16.9,1.51,7453,12539,2,1555.0
16,512,17.3,2.54,22317,11421,1,1955.0
32,1024,14.8,2.23,24792,7937,0,2307.0
32,2048,12.0,1.64,9495,5219,0,1747.0
8,512,11.8,1.42,19684,750,3,1219.0
8,1024,13.8,0.85,18154,6180,0,1634.0
8,2048,13.5,1.41,19820,9312,3,1633.0
64,2048,12.2,1.63,23800,18581,1,3376.0
4,256,11.6,1.93,9767,10449,4,770.0
16,512,15.1,2.1,23678,14874,5,1729.0
32,512,16.0,1.85,14877,9336,4,1894.0
8,512,11.4,1.35,15206,13407,5,1349.0
8,512,12.9,1.27,13366,8157,5,941.0
16,256,12.9,1.47,23089,18519,4,1977.0
8,256,14.4,2.16,23743,2511,2,1286.0
32,1024,14.8,1.66,11859,5017,2,2018.0
4,512,13.6,1.78,5998,15688,2,1131.0
8,1024,16.5,1.84,23692,6928,2,1670.0
