bedrooms,bathrooms,sqft_living,sqft_lot,floors,age,condition,grade,loc_score,price
1,1.0,776,2513,2.0,60,5,7,0.579,560000.0
6,5.5,2945,14997,1.0,7,5,10,0.572,1389000.0
3,2.5,1330,4068,1.0,13,4,11,-0.23,926000.0
1,1.0,831,3373,1.0,14,5,7,0.677,734000.0
5,4.0,2305,13280,1.0,70,2,12,-0.98,1118000.0
5,4.0,2718,18847,2.0,6,2,4,-0.949,863000.0
1,0.5,760,4562,1.0,54,2,8,-0.251,603000.0
2,1.5,1488,7980,1.0,9,4,12,1.498,1046000.0
1,1.0,1220,3001,2.0,69,5,6,0.163,622000.0
2,1.5,1181,8036,1.5,87,4,8,-0.275,658000.0
1,0.5,787,1371,1.5,37,3,8,1.544,591000.0
5,5.0,2151,6920,1.0,19,4,7,-0.287,1112000.0
4,3.5,1823,3411,2.0,40,1,10,2.235,1024000.0
6,3.5,2856,16674,1.0,62,2,8,-0.511,1030000.0
5,4.0,2319,9031,1.0,65,4,10,-1.012,1108000.0
4,3.0,1971,11310,2.0,57,1,8,-0.166,932000.0
4,3.5,1562,5866,2.0,52,5,12,-0.249,1050000.0
1,0.5,560,2499,2.0,56,1,8,-0.808,418000.0
1,0.5,1493,6684,2.0,19,4,11,2.602,928000.0
4,2.5,1847,3318,1.0,18,4,9,0.319,942000.0
1,1.0,618,2655,2.0,83,5,11,0.464,766000.0
1,0.5,1279,7248,2.0,52,4,11,-0.462,804000.0
2,2.0,1285,6488,1.0,77,3,6,-0.578,536000.0
6,4.0,2773,5516,1.0,56,4,6,1.026,1125000.0
3,2.5,1509,8816,1.0,40,2,6,-1.676,671000.0
5,4.0,2154,7555,2.0,51,3,8,-1.143,946000.0
3,2.5,1499,2389,1.0,62,5,8,-0.247,776000.0
2,1.5,785,1971,1.0,16,1,4,1.351,436000.0
3,3.0,1524,7215,2.0,41,2,12,-0.375,1006000.0
1,1.0,939,3303,2.0,65,1,11,0.416,711000.0
5,3.0,2805,16868,1.0,7,3,9,0.028,1220000.0
2,1.5,1226,3757,2.0,6,4,6,1.296,736000.0
3,3.0,850,5545,1.5,14,1,11,-1.585,757000.0
6,5.0,2572,8647,2.0,53,3,6,0.736,1046000.0
4,2.5,2722,15068,1.0,21,3,6,-0.199,1007000.0
3,2.0,1810,12118,1.0,39,4,12,0.925,1128000.0
4,3.5,1657,6638,2.0,12,2,12,-0.819,1086000.0
5,5.0,2427,4379,1.0,22,1,9,0.024,1053000.0
2,2.0,977,4866,1.5,1,1,5,-0.103,539000.0
4,4.5,1494,11907,1.0,72,3,5,-1.002,734000.0
6,5.0,2495,19457,2.0,41,3,12,-1.28,1332000.0
4,3.0,1927,5659,2.0,15,5,6,-0.58,970000.0
3,2.5,988,6335,2.0,47,3,10,0.13,746000.0
1,1.0,505,1890,3.0,83,1,7,-0.757,454000.0
2,1.5,1203,3058,2.0,74,4,8,-0.33,692000.0
6,3.5,2478,14443,1.0,79,1,12,-1.886,1158000.0
4,3.0,2018,9597,1.0,36,2,9,-0.371,994000.0
2,2.0,836,4184,2.0,32,4,7,1.024,607000.0
3,2.0,1764,12133,2.0,28,2,7,0.705,854000.0
4,3.5,1545,5697,3.0,27,3,6,-0.087,832000.0
4,3.5,2393,13966,2.0,82,3,9,0.244,1049000.0
5,4.5,1735,6732,1.0,12,5,9,-0.828,1004000.0
2,2.0,872,1550,2.0,76,2,4,1.624,418000.0
4,4.0,2025,8013,2.0,82,5,7,2.068,1027000.0
3,3.0,2049,15727,2.0,75,4,9,0.165,988000.0
6,4.0,2695,12508,2.0,56,4,4,2.591,1021000.0
1,1.0,1019,2245,1.5,77,1,12,-0.68,698000.0
1,1.0,855,5105,2.0,2,1,11,-1.251,697000.0
3,2.0,1242,9640,1.0,73,4,9,-0.71,730000.0
4,2.5,1753,12975,2.0,45,3,4,-0.219,709000.0
5,3.5,1886,9841,1.0,86,2,8,2.312,873000.0
3,2.5,1166,4601,1.0,7,5,12,-0.281,1022000.0
6,5.0,2721,14352,1.0,83,2,4,-0.86,927000.0
3,2.0,1213,8253,1.5,51,3,11,-0.898,773000.0
1,1.0,946,6715,1.0,9,4,11,1.14,725000.0
1,1.0,459,3132,3.0,45,5,4,0.997,481000.0
6,4.0,2689,11995,1.5,3,5,6,-0.485,1142000.0
1,1.0,703,1598,2.0,7,4,10,-1.876,662000.0
6,3.5,3022,15713,1.0,47,1,12,-1.129,1316000.0
2,2.0,1297,3264,1.0,73,1,10,1.721,843000.0
1,1.0,1221,2315,2.0,9,4,8,0.689,766000.0
2,1.0,973,4613,2.0,23,3,9,0.065,696000.0
4,4.0,1917,11042,1.5,35,1,8,1.869,953000.0
3,3.5,1256,8857,2.0,48,4,9,1.958,917000.0
5,5.5,2126,14007,2.0,0,5,10,-0.036,1264000.0
4,4.5,1821,12878,1.5,57,1,4,-0.018,724000.0
3,2.5,1332,8579,3.0,44,5,5,-0.582,743000.0
4,2.5,1535,9319,2.0,86,2,4,-0.285,619000.0
6,6.0,2176,3407,2.0,27,2,11,-1.486,1159000.0
3,2.5,848,4723,1.0,44,4,10,-1.49,833000.0
1,1.0,533,1217,1.0,7,2,4,-1.723,416000.0
3,2.5,1738,3270,1.0,82,1,4,1.084,730000.0
6,5.5,2120,5335,2.0,75,5,6,-1.561,898000.0
2,1.5,790,5413,2.0,31,2,6,1.95,690000.0
6,6.0,3137,19873,1.0,41,1,8,-0.73,1220000.0
4,2.5,1709,13103,2.0,77,4,8,1.737,900000.0
4,4.0,1996,15695,1.0,26,2,7,-0.365,815000.0
2,2.0,1393,10178,1.0,21,4,5,-1.566,651000.0
6,5.0,2799,6617,2.0,21,1,9,1.284,1190000.0
1,1.0,400,2884,1.0,63,3,11,1.402,676000.0
2,1.5,1131,7862,1.0,18,3,9,-0.906,678000.0
3,3.5,1065,7628,1.5,7,5,11,-0.332,1006000.0
3,3.0,2284,5678,1.0,14,3,12,-0.906,1169000.0
3,2.5,1072,2422,2.0,88,5,11,-0.121,935000.0
1,0.5,536,4023,3.0,78,2,9,0.108,476000.0
2,1.5,888,2335,1.5,85,3,4,-0.351,502000.0
1,1.0,401,1562,1.5,24,5,7,-1.819,395000.0
4,4.5,2306,10294,1.0,39,1,7,-0.581,958000.0
3,3.0,2277,5257,1.5,44,5,10,0.704,1095000.0
4,3.0,1757,2871,1.0,47,4,11,-0.209,995000.0
4,4.0,1504,11974,1.0,2,4,9,-0.327,926000.0
5,4.0,1579,11366,2.0,53,2,7,-0.931,752000.0
4,4.0,1827,13575,1.0,3,5,11,-0.61,1052000.0
4,3.0,1805,6046,1.5,24,5,10,1.409,1056000.0
4,3.5,1705,4997,1.0,26,2,11,-1.14,974000.0
4,4.5,1966,8391,2.0,60,3,9,0.721,1068000.0
4,3.0,2019,8978,1.0,80,1,9,0.047,925000.0
2,2.0,1297,1993,1.0,62,2,7,0.245,722000.0
2,2.0,1105,7254,2.0,39,1,7,-0.732,537000.0
5,3.5,1920,15318,1.5,47,3,6,-0.352,838000.0
3,2.0,1750,8639,2.0,46,3,6,-0.006,799000.0
4,3.5,1904,7661,1.0,13,3,9,-0.521,998000.0
2,1.5,1467,5946,2.0,86,4,7,0.331,677000.0
3,2.0,1787,3796,3.0,82,5,5,0.457,796000.0
4,3.5,1473,4758,1.5,21,1,4,2.173,700000.0
4,4.0,1470,7003,2.0,10,2,11,0.278,955000.0
4,3.0,1673,7206,1.0,14,2,7,-1.912,801000.0
3,2.5,1233,6218,2.0,56,5,9,1.163,856000.0
6,6.0,2827,19843,2.0,2,1,12,-0.204,1346000.0
4,3.5,2005,5943,2.0,9,1,5,2.012,857000.0
5,5.0,2580,4334,2.0,58,1,12,1.471,1223000.0
5,4.0,2369,4142,1.5,13,4,10,-0.505,1145000.0
4,4.5,1963,4656,1.5,6,3,9,0.722,1111000.0
6,5.5,2960,15416,1.0,1,5,7,-0.594,1263000.0
1,0.5,991,6692,2.0,63,2,10,0.003,713000.0
6,6.5,2620,19032,2.0,32,2,5,0.676,1101000.0
6,5.0,3044,17132,2.0,25,3,6,1.113,1180000.0
4,2.5,1935,7973,1.0,57,1,12,0.895,973000.0
5,3.5,2159,5407,1.5,15,5,6,0.075,941000.0
4,4.0,1649,6776,2.0,46,5,10,2.483,1051000.0
2,1.0,1411,5165,2.0,43,1,12,-0.365,815000.0
5,3.5,2621,18754,1.0,60,5,9,-1.607,1161000.0
2,1.5,1185,5526,1.0,56,3,6,-1.415,615000.0
2,1.5,1592,4729,1.0,60,2,11,1.474,1018000.0
4,3.0,1309,4421,1.0,19,5,11,-0.077,937000.0
6,5.0,2583,6166,3.0,12,3,8,0.159,1239000.0
3,2.0,1538,11490,1.0,48,2,5,-0.543,718000.0
3,2.0,1332,2434,1.5,5,5,7,-0.453,769000.0
1,1.0,1565,2478,1.0,40,4,7,-0.787,739000.0
1,1.0,830,2232,1.0,56,1,5,0.471,502000.0
1,1.0,728,4929,3.0,73,4,7,-0.097,532000.0
1,0.5,858,4206,1.5,58,4,5,0.435,492000.0
6,3.5,1999,11130,1.0,89,2,10,0.339,978000.0
6,4.5,2372,9074,1.0,50,3,7,-0.426,914000.0
5,4.0,2545,4954,3.0,40,5,10,-1.459,1171000.0
1,1.0,661,4670,3.0,22,1,8,-1.546,470000.0
1,1.0,601,1651,1.0,60,4,10,3.027,683000.0
2,1.5,1593,2732,2.0,72,5,10,1.478,946000.0
4,3.5,2302,12022,1.0,28,5,5,1.34,926000.0
3,2.5,1705,3481,1.5,6,2,7,-0.675,839000.0
3,2.0,1413,2999,1.0,0,2,10,0.01,897000.0
2,1.5,1128,7560,2.0,56,5,9,-0.815,720000.0
5,4.0,2009,9433,2.0,59,3,5,-1.312,802000.0
2,1.5,902,2769,1.0,10,3,11,-0.589,722000.0
1,0.5,537,2022,1.5,2,3,5,1.326,520000.0
5,5.0,2065,12886,1.0,58,3,12,0.841,1198000.0
6,6.5,2290,4423,1.0,35,4,10,-0.97,1199000.0
1,0.5,400,903,1.0,37,3,6,-0.315,439000.0
3,2.5,1616,8897,1.0,23,2,5,0.749,706000.0
5,5.0,2320,12633,3.0,64,3,12,-0.571,1127000.0
5,3.5,2760,21586,1.0,67,4,8,0.08,1175000.0
6,6.0,2399,9439,2.0,4,5,11,0.402,1361000.0
3,2.5,1639,3152,1.0,8,3,11,0.391,975000.0
3,3.0,1644,8210,1.5,49,4,4,0.254,733000.0
5,5.5,2174,12281,1.5,54,3,10,-0.654,1160000.0
1,0.5,1073,2583,2.0,13,4,7,-0.551,684000.0
2,1.5,1433,7299,1.0,14,2,12,-1.134,865000.0
4,3.5,1998,5565,1.0,61,3,5,-1.561,700000.0
5,3.5,2173,15191,2.0,40,1,4,-0.115,744000.0
1,1.0,743,5148,2.0,10,2,9,0.816,648000.0
4,4.5,1490,6396,2.0,54,4,8,-1.38,903000.0
3,2.0,1308,10181,1.0,6,1,8,0.273,727000.0
4,3.5,1713,13479,1.0,20,2,6,0.785,812000.0
6,6.0,2263,5296,2.0,64,4,8,-1.837,1010000.0
1,1.0,982,3820,2.0,20,5,12,-0.271,825000.0
6,5.0,2959,15985,2.0,5,3,10,1.646,1382000.0
3,3.5,1278,2622,1.0,86,3,12,0.552,865000.0
5,4.0,2335,9310,1.0,20,3,6,-1.87,981000.0
3,2.0,1240,3965,2.0,46,4,11,0.658,891000.0
2,1.5,1109,8526,2.0,74,3,7,-0.748,712000.0
5,5.5,2043,8530,1.0,89,1,12,0.691,1069000.0
5,3.5,2431,15698,2.0,72,3,11,-0.69,1203000.0
1,1.0,646,2593,1.5,30,2,5,-0.053,498000.0
5,3.0,2553,6017,1.0,76,4,12,-0.538,1182000.0
5,4.0,2176,15472,1.0,1,1,9,0.003,1038000.0
3,3.0,1355,2036,2.0,29,4,10,-0.567,842000.0
6,5.0,2224,4145,1.0,17,1,9,-0.224,1034000.0
4,4.5,1976,7644,1.5,47,5,5,-1.176,852000.0
3,2.0,1819,10850,2.0,80,4,12,0.491,1028000.0
1,1.0,932,3468,1.0,69,1,5,0.175,376000.0
5,5.0,2922,5642,2.0,89,5,11,-1.617,1367000.0
2,1.5,1629,5809,1.0,12,3,5,0.993,724000.0
5,3.5,2158,6673,1.0,67,4,11,-0.176,1112000.0
4,4.0,1805,2771,2.0,65,1,7,0.162,797000.0
3,2.5,1691,8415,2.0,41,1,6,0.765,743000.0
1,1.0,599,1353,1.0,8,5,6,0.328,540000.0
5,5.5,2600,8759,2.0,9,3,6,1.165,1125000.0
1,0.5,958,5430,2.0,82,4,12,-0.293,756000.0
3,2.5,1627,10109,2.0,26,5,10,1.034,1040000.0
6,3.5,2806,9014,2.0,57,3,10,0.123,1227000.0
6,5.0,3117,11345,1.0,85,2,9,0.508,1279000.0
6,4.0,2651,8231,1.0,44,5,7,0.404,1136000.0
6,5.5,2566,19809,1.5,18,1,12,1.241,1342000.0
4,3.0,2353,6443,1.0,43,3,6,0.721,943000.0
2,2.0,1490,4009,2.0,20,5,12,-0.443,1033000.0
6,4.5,2504,10999,1.0,16,2,7,-0.641,1068000.0
5,4.0,2252,6149,1.0,72,2,7,-0.05,933000.0
6,4.5,2659,6697,1.0,31,3,8,-0.76,1118000.0
4,4.0,2009,4266,1.0,61,1,10,-1.052,951000.0
1,1.0,443,2508,1.0,65,1,10,-2.128,481000.0
4,3.0,1437,7873,2.0,49,2,10,-1.549,826000.0
3,3.0,1284,7352,1.5,48,5,4,1.985,686000.0
6,5.5,2311,15083,1.0,16,2,5,-0.657,994000.0
3,2.0,1357,4914,1.0,47,4,11,1.903,996000.0
2,2.0,1390,10383,2.0,67,3,12,0.403,994000.0
1,1.0,799,5006,1.0,17,4,5,-0.05,494000.0
6,3.5,2659,17897,1.5,20,2,12,-1.501,1266000.0
5,4.0,1883,11649,1.5,62,5,6,0.005,811000.0
1,0.5,712,2727,1.5,88,2,12,1.892,761000.0
3,2.0,1726,5764,2.0,35,4,12,1.558,1012000.0
3,3.0,1728,7338,2.0,74,5,9,0.274,886000.0
3,2.0,1333,2840,3.0,16,3,5,-1.149,644000.0
6,6.0,2648,11739,2.0,51,4,11,-0.957,1253000.0
1,1.0,1510,2688,1.0,84,1,4,-0.853,450000.0
2,2.0,1195,1823,1.0,39,3,7,1.278,697000.0
2,2.0,992,7494,1.0,45,2,9,1.632,778000.0
2,2.0,1148,6866,1.0,13,5,4,0.196,581000.0
6,6.5,2628,13539,1.5,47,5,7,-0.303,1171000.0
6,4.5,2555,9497,1.0,52,4,11,1.549,1279000.0
1,0.5,841,4380,1.0,88,5,4,-0.979,442000.0
4,3.5,1467,10702,1.0,18,5,7,0.052,904000.0
2,1.5,911,5230,2.0,32,4,4,0.463,448000.0
2,1.5,1155,6256,2.0,58,3,9,-0.863,747000.0
2,2.0,1150,5165,3.0,84,2,4,-0.636,446000.0
2,1.0,1030,3859,1.0,21,5,6,-0.714,628000.0
3,3.0,1497,9043,1.0,62,1,8,1.417,765000.0
6,4.5,2618,20620,3.0,79,1,5,1.914,1020000.0
4,2.5,2167,9233,2.0,56,5,6,0.115,1029000.0
5,3.5,2220,8990,1.5,38,1,11,-0.268,1093000.0
3,2.0,1670,7152,1.5,21,1,10,-0.6,853000.0
1,0.5,688,2935,1.0,25,3,4,0.002,408000.0
1,0.5,1022,8114,2.0,4,3,11,-0.55,708000.0
2,1.5,1313,8001,2.0,13,1,8,-0.097,783000.0
2,1.5,1460,5599,1.5,39,2,5,0.413,653000.0
6,4.5,2814,11016,1.5,12,2,12,-0.405,1282000.0
6,5.0,2777,11942,1.0,0,2,7,-0.19,1106000.0
6,4.5,2570,4468,1.0,62,1,6,-0.185,976000.0
4,3.0,1973,9728,2.0,6,4,5,-0.318,900000.0
4,2.5,2219,15031,1.5,12,3,11,-0.441,1060000.0
4,2.5,1704,9872,1.0,53,5,6,0.762,890000.0
3,2.0,1361,3797,1.0,82,1,9,-1.771,673000.0
5,5.0,2304,14359,2.0,65,4,6,1.574,994000.0
5,5.5,2375,14669,1.0,2,5,12,0.136,1316000.0
5,5.5,2003,6423,1.0,15,3,11,0.61,1255000.0
4,3.5,1878,10420,2.0,66,4,8,0.725,886000.0
1,1.0,822,4497,2.0,65,3,7,-0.708,490000.0
5,4.0,1585,11029,2.0,35,3,9,-0.914,953000.0
3,3.0,1484,3539,2.0,85,5,8,-1.032,797000.0
5,5.0,2203,6094,1.0,79,3,12,-0.247,1127000.0
4,4.0,1852,8628,2.0,66,3,10,0.699,1057000.0
6,6.5,3025,5406,2.0,67,5,4,-0.584,1151000.0
3,2.5,1185,4979,1.5,70,3,11,0.608,870000.0
6,6.0,2353,15585,2.0,13,1,5,-2.368,885000.0
6,6.0,1816,4479,1.0,63,4,6,-0.386,887000.0
2,1.5,1056,4741,1.0,84,4,7,1.167,668000.0
3,3.0,1431,11353,1.0,20,2,5,-0.171,626000.0
4,2.5,1747,8365,1.0,1,4,12,-0.829,1126000.0
5,5.5,2582,12236,3.0,32,1,12,-0.657,1325000.0
5,5.0,2508,12871,1.0,24,2,5,-3.028,886000.0
6,4.0,2623,7106,1.5,85,5,6,-1.012,1026000.0
3,3.0,1439,3535,1.0,40,4,7,1.057,874000.0
4,2.5,2208,13033,1.0,59,4,10,-0.583,1129000.0
3,3.0,1544,6288,1.0,88,4,9,-0.465,906000.0
6,6.0,2355,7970,1.0,71,1,10,-2.332,979000.0
2,2.0,685,1167,2.0,67,5,4,-1.631,405000.0
4,4.0,1768,12375,3.0,87,2,8,1.19,917000.0
1,0.5,1076,1840,1.0,61,4,5,0.617,523000.0
6,4.5,3283,20929,3.0,20,5,6,-1.297,1300000.0
3,2.5,1568,6245,2.0,65,2,10,-0.631,917000.0
3,2.0,1320,7117,2.0,28,4,5,-0.029,635000.0
4,3.5,1545,4805,1.0,29,1,4,-1.196,624000.0
3,2.0,1716,4307,1.0,58,4,8,-2.004,753000.0
6,5.0,2071,10287,2.0,28,3,10,-0.159,1109000.0
4,3.5,2065,12434,1.5,2,1,8,0.573,972000.0
4,4.0,2145,5943,1.0,89,4,5,0.592,913000.0
1,0.5,981,4254,2.0,51,5,10,0.875,723000.0
1,1.0,784,3442,1.0,60,1,7,-1.554,335000.0
3,2.5,1719,4992,2.0,72,5,10,0.058,877000.0
6,4.5,2651,13713,1.0,57,5,5,-0.268,994000.0
6,5.0,2367,5796,2.0,54,3,12,-0.087,1207000.0
4,3.0,2455,11817,1.0,71,5,6,-0.212,974000.0
4,3.0,1794,4014,1.0,26,2,12,-0.66,980000.0
3,2.5,1783,8302,2.0,74,4,7,-3.018,676000.0
2,1.5,474,1671,1.0,65,4,10,1.162,627000.0
1,1.0,1233,5474,2.0,16,3,8,0.33,675000.0
3,2.5,1991,8600,2.0,13,5,4,-1.484,751000.0
2,1.5,1209,8948,1.0,79,5,4,0.473,547000.0
2,2.0,1368,6409,1.0,80,4,7,-0.447,721000.0
2,1.5,1368,9330,2.0,89,3,5,-0.419,527000.0
1,1.0,657,1949,2.0,9,5,9,-0.768,639000.0
4,4.0,2064,7820,2.0,80,3,5,0.537,816000.0
6,6.5,2357,4686,1.0,77,4,9,-0.8,1165000.0
5,5.0,2067,8753,2.0,69,1,5,-1.097,792000.0
3,2.0,1888,11038,1.5,44,2,5,1.132,821000.0
3,2.5,1842,12798,2.0,45,5,7,-0.179,825000.0
2,1.5,988,5116,1.0,38,3,9,-0.147,701000.0
1,1.0,630,3566,1.0,2,3,7,0.692,554000.0
4,3.5,1706,4525,3.0,45,5,7,-0.668,811000.0
4,3.0,2120,3693,3.0,21,2,7,-0.468,904000.0
1,1.0,550,3655,1.0,18,2,7,0.306,596000.0
3,2.0,1657,4285,2.0,5,1,7,-1.541,697000.0
2,2.0,1424,2980,1.0,41,2,11,0.221,869000.0
2,2.0,1174,8916,1.0,4,3,9,-0.756,711000.0
5,3.0,2553,19819,1.0,76,4,7,0.855,985000.0
4,3.5,1809,9960,1.0,80,2,10,0.547,920000.0
4,4.0,1836,7273,1.0,72,3,8,0.415,895000.0
5,3.0,1957,13535,1.0,27,2,12,-1.607,1033000.0
6,5.0,2905,8223,1.0,14,5,9,-0.103,1296000.0
5,3.5,2020,8668,2.0,45,3,5,-1.177,737000.0
4,3.5,2005,7660,2.0,60,1,9,-0.037,908000.0
6,4.0,2579,19169,2.0,1,4,10,-2.315,1207000.0
3,3.0,1234,9229,1.0,77,2,5,-1.541,489000.0
6,6.5,2417,13851,2.0,39,5,5,1.189,1085000.0
5,3.5,2665,5916,1.0,73,2,9,0.369,1119000.0
4,3.0,1960,9083,2.0,7,5,11,-0.354,1078000.0
6,5.5,2297,7108,1.5,38,4,7,-0.909,1060000.0
4,4.0,1992,14446,1.0,41,1,8,-1.084,827000.0
5,4.0,2206,5294,1.0,4,4,9,0.2,1159000.0
2,1.5,2236,4143,2.0,63,4,9,-0.344,973000.0
6,4.0,2686,16328,2.0,83,3,5,1.547,1030000.0
4,4.5,1786,7941,2.0,48,1,7,-0.185,892000.0
5,4.0,2676,18597,3.0,35,3,12,0.059,1279000.0
3,3.0,998,1981,2.0,57,4,11,-1.389,771000.0
6,5.0,2628,17626,1.0,32,1,10,-0.361,1252000.0
1,1.0,1448,2523,2.0,32,2,4,0.177,652000.0
1,0.5,815,1371,1.0,68,4,7,-0.373,503000.0
4,2.5,1380,6208,1.5,53,3,4,-0.486,607000.0
5,5.5,2131,6262,1.0,23,5,6,0.327,1075000.0
5,5.5,2686,14395,3.0,36,2,11,1.515,1310000.0
3,2.5,1663,2774,2.0,75,4,7,0.145,823000.0
4,3.0,1648,2851,1.0,47,3,5,1.144,808000.0
4,3.5,1694,10548,1.0,6,2,10,0.622,976000.0
6,5.0,2432,6970,1.0,77,5,10,1.084,1244000.0
4,3.0,2008,11580,2.0,66,4,9,-0.61,964000.0
3,3.0,1951,12437,2.0,24,3,11,-0.207,996000.0
6,4.5,2916,5499,1.0,86,2,10,-0.203,1162000.0
1,1.0,987,6419,1.5,85,5,9,0.546,669000.0
6,4.0,2201,7142,1.5,89,1,12,0.792,1174000.0
1,0.5,452,1822,1.0,34,1,6,0.125,447000.0
2,2.0,1360,2806,1.5,83,1,8,0.877,737000.0
5,4.0,1846,12832,1.0,72,4,9,-0.563,983000.0
5,4.5,2182,11226,1.0,78,1,10,0.885,1082000.0
6,4.0,2691,12864,1.0,49,4,8,1.016,1194000.0
5,5.5,1909,14882,2.0,25,1,7,0.677,973000.0
4,4.0,1593,5853,1.0,20,4,5,0.134,823000.0
3,3.0,1522,11095,1.0,86,4,9,0.713,808000.0
1,0.5,1001,6184,2.0,45,5,5,-0.894,486000.0
1,1.0,1168,8801,2.0,83,2,8,0.198,583000.0
2,1.5,1382,10228,1.5,49,1,7,0.301,723000.0
1,1.0,872,6925,1.0,48,4,10,-1.33,746000.0
4,3.0,1676,3948,2.0,6,3,8,0.475,819000.0
5,3.0,1929,12874,1.0,36,5,4,-1.249,858000.0
6,4.5,2447,16466,2.0,50,1,8,-0.428,1044000.0
3,2.0,1673,9517,1.0,9,3,5,0.04,792000.0
6,5.0,2701,8947,1.0,14,1,7,-0.731,1108000.0
6,4.0,1970,15314,1.0,53,3,6,0.083,964000.0
6,4.5,2364,6687,2.0,22,1,5,0.067,947000.0
3,2.5,1911,9072,1.0,63,4,12,-0.82,973000.0
2,1.5,1224,5985,1.0,41,4,6,0.568,668000.0
6,4.5,2175,5550,1.5,36,1,8,-0.764,1002000.0
2,1.5,1907,11817,2.0,10,3,11,2.288,1069000.0
3,3.0,1541,3202,1.0,36,3,7,-0.109,820000.0
1,1.0,965,5795,2.0,48,4,12,-1.171,772000.0
5,4.5,2370,16628,2.0,51,3,7,-0.984,968000.0
4,4.5,1790,6750,1.0,24,3,12,1.148,1094000.0
1,1.0,632,3862,3.0,2,5,8,-0.409,610000.0
2,2.0,1837,4627,2.0,84,3,4,-1.364,625000.0
4,4.0,2201,15404,1.0,86,5,11,0.854,1069000.0
4,2.5,2147,16507,1.0,81,5,11,-0.416,1041000.0
5,4.0,2423,6039,1.0,26,5,12,0.653,1209000.0
2,2.0,899,5391,1.0,54,5,5,0.936,568000.0
6,6.5,2983,14282,1.5,12,4,11,0.274,1491000.0
3,2.5,1297,6426,2.0,81,3,7,2.396,710000.0
5,3.0,2335,14225,2.0,0,3,11,-1.725,1164000.0
2,2.0,708,3311,1.0,42,2,12,-0.818,861000.0
1,0.5,400,2161,1.0,77,5,5,-0.256,448000.0
1,1.0,945,2836,1.0,65,4,7,2.261,662000.0
3,2.5,1307,5176,1.5,77,5,6,1.798,789000.0
6,6.0,2003,14269,1.0,44,4,6,1.289,959000.0
1,1.0,1012,2241,2.0,8,3,9,-0.794,619000.0
3,2.5,2186,11770,2.0,0,2,7,-0.678,916000.0
1,1.0,1267,3418,1.0,13,5,9,-0.829,797000.0
6,6.0,2523,17667,2.0,5,4,10,-0.783,1314000.0
5,5.0,2253,11859,1.5,40,5,5,1.493,998000.0
5,5.0,2516,10365,2.0,4,3,4,-0.244,987000.0
5,3.0,2587,8081,1.5,16,3,10,-0.111,1183000.0
4,3.5,1797,7798,1.0,37,1,5,0.774,772000.0
5,3.5,2260,17457,2.0,66,1,5,-1.664,790000.0
1,1.0,940,4521,1.0,60,4,9,0.053,636000.0
6,5.5,2766,12590,1.5,5,2,6,-1.097,1103000.0
5,4.0,2210,14035,1.0,81,1,5,-0.294,830000.0
5,3.5,2214,8776,2.0,49,4,6,-0.586,906000.0
3,2.5,1964,8402,2.0,31,4,8,-0.638,949000.0
5,5.0,2613,9642,1.0,34,1,11,0.226,1272000.0
3,2.0,1693,4200,1.0,76,3,12,0.221,1003000.0
1,0.5,1366,8387,2.0,41,3,10,-0.22,736000.0
6,6.5,2484,17822,1.0,22,1,12,0.371,1313000.0
2,2.0,1687,12461,1.5,38,4,8,-0.869,784000.0
1,0.5,1013,7319,2.0,6,2,7,0.682,631000.0
4,3.0,2881,12782,1.0,13,5,11,-0.206,1267000.0
2,2.0,842,2818,2.0,28,1,6,-0.484,580000.0
6,5.5,2393,13512,1.5,19,5,11,-0.795,1304000.0
3,2.5,1676,12915,2.0,31,1,12,-0.241,1025000.0
1,1.0,969,6033,1.0,5,4,7,1.871,753000.0
6,4.5,3185,15022,1.0,54,4,9,-0.063,1290000.0
4,2.5,1699,10155,1.0,10,3,11,-1.144,961000.0
2,2.0,1471,9593,2.0,19,2,11,0.919,1008000.0
5,3.0,2599,19428,2.0,88,1,5,-0.472,862000.0
4,2.5,2111,13639,2.0,0,2,12,0.284,1080000.0
1,1.0,562,2425,1.0,25,4,8,-0.606,611000.0
5,5.5,2672,8760,1.5,45,4,4,1.281,1058000.0
3,3.0,1919,9114,2.0,27,1,5,-0.591,815000.0
5,4.0,2430,8829,2.0,28,1,10,1.398,1173000.0
6,5.0,2661,20298,1.0,11,3,7,-1.049,1116000.0
4,3.5,1968,9450,2.0,38,3,4,-0.293,850000.0
5,4.0,2226,10169,1.0,67,5,8,1.4,1016000.0
2,1.5,1392,5238,1.0,52,4,9,0.168,779000.0
2,1.5,1209,6838,2.0,83,3,4,2.271,543000.0
3,2.5,1295,6320,1.5,62,3,7,-0.269,602000.0
6,6.5,2285,5344,1.0,71,4,8,0.257,1151000.0
4,4.5,1674,11969,1.5,38,3,11,1.905,1067000.0
3,2.0,1617,6199,3.0,55,4,9,-1.514,865000.0
5,4.0,2242,9667,1.0,52,1,4,-1.638,788000.0
6,4.0,2665,7560,2.0,73,5,9,-0.796,1184000.0
6,4.5,2750,14017,1.0,45,5,12,0.813,1364000.0
2,1.5,1012,6136,1.0,36,3,4,-1.61,433000.0
5,3.5,2690,19442,1.0,6,3,12,0.597,1331000.0
4,4.0,1820,3341,1.5,77,3,4,0.527,790000.0
3,2.5,1420,11114,1.0,39,5,9,2.014,936000.0
3,3.0,1695,10297,1.0,71,1,7,1.045,759000.0
